Title,Year,DOI,Link,ISSN,ISBN,CODEN
Real-Time Bayesian Neural Networks for 6G Cooperative Positioning and Tracking,2024,10.1109/JSAC.2024.3413950,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202193372&doi=10.1109%2fJSAC.2024.3413950&partnerID=40&md5=9764fcd569ddcb179094f0b256cdc90d,07338716,,ISACE
Network-Aided Intelligent Traffic Steering in 6G O-RAN: A Multi-Layer Optimization Framework,2024,10.1109/JSAC.2023.3336183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179063499&doi=10.1109%2fJSAC.2023.3336183&partnerID=40&md5=03ddce5c7e2ea5f69fa348df724df896,07338716,,ISACE
Intelligible Protocol Learning for Resource Allocation in 6G O-RAN Slicing,2024,10.1109/MWC.015.2300552,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204314315&doi=10.1109%2fMWC.015.2300552&partnerID=40&md5=56c5d58f81f89287926043add3eb6cba,15361284,,IWCEA
AI-Driven Integration of Sensing and Communication in the 6G Era,2024,10.1109/MNET.2023.3326064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176340079&doi=10.1109%2fMNET.2023.3326064&partnerID=40&md5=f7780ba9cd08de136d72621acc6cfa28,08908044,,IENEE
Efficient Dynamic Distributed Resource Slicing in 6G Multi-Access Edge Computing Networks With Online ADMM and Message Passing Graph Neural Networks,2024,10.1109/TMC.2023.3262514,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151489034&doi=10.1109%2fTMC.2023.3262514&partnerID=40&md5=d0887c290fad85edd09950a4beff25ee,15361233,,
Dynamic Neural Network-Based Resource Management for Mobile Edge Computing in 6G Networks,2024,10.1109/TCCN.2023.3346824,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181554394&doi=10.1109%2fTCCN.2023.3346824&partnerID=40&md5=5507039175841c7f86a1c3cb4fff6042,23327731,,
"Advanced Deep Learning Models for 6G: Overview, Opportunities, and Challenges",2024,10.1109/ACCESS.2024.3418900,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197070055&doi=10.1109%2fACCESS.2024.3418900&partnerID=40&md5=aea121f9548f02276ea379547177771a,21693536,,
"Intelligent Network Slicing for B5G and 6G: Resource Allocation, Service Provisioning, and Security",2024,10.1109/MWC.021.2200589,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196671509&doi=10.1109%2fMWC.021.2200589&partnerID=40&md5=f6641d6fe53dde33942fa2f04416e8db,15361284,,IWCEA
Designing the Network Intelligence Stratum for 6G networks,2024,10.1016/j.comnet.2024.110780,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203518802&doi=10.1016%2fj.comnet.2024.110780&partnerID=40&md5=3fb37141633aaacf99570b1bb5c5a434,13891286,,CNETD
An Intelligent Scheme for Energy-Efficient Uplink Resource Allocation with QoS Constraints in 6G Networks,2024,10.1109/TNSM.2024.3482549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207348931&doi=10.1109%2fTNSM.2024.3482549&partnerID=40&md5=39710d30e677e388fb1b56dc6fe2a456,19324537,,
FeDRL-D2D: Federated Deep Reinforcement Learning-Empowered Resource Allocation Scheme for Energy Efficiency Maximization in D2D-Assisted 6G Networks,2024,10.1109/ACCESS.2024.3434619,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200204076&doi=10.1109%2fACCESS.2024.3434619&partnerID=40&md5=21a6ae9394dda2406ddd4d04d825e14c,21693536,,
Hybrid optimization for efficient 6G IoT traffic management and multi-routing strategy,2024,10.1038/s41598-024-81709-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213509382&doi=10.1038%2fs41598-024-81709-z&partnerID=40&md5=859b9bcf72dda30ad76c96981248813b,20452322,,
"A Tutorial on Fluid Antenna System for 6G Networks: Encompassing Communication Theory, Optimization Methods and Hardware Designs",2024,10.1109/COMST.2024.3498855,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209735944&doi=10.1109%2fCOMST.2024.3498855&partnerID=40&md5=5c3d4687d653ee1fced903f7bbd6e891,1553877X,,
Deep Reinforcement Learning for Integrated Sensing and Communication in RIS-Assisted 6G V2X System,2024,10.1109/JIOT.2024.3449969,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202760261&doi=10.1109%2fJIOT.2024.3449969&partnerID=40&md5=113415d48459ff912b7e2419cca6cce7,23274662,,
Deep Reinforcement Learning-Based Computation Offloading for Mobile Edge Computing in 6G,2024,10.1109/TCE.2024.3436824,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200239722&doi=10.1109%2fTCE.2024.3436824&partnerID=40&md5=5cade9336e2a32a260298bfb122b94ff,00983063,,ITCED
Satellite-Based ITS Data Offloading & Computation in 6G Networks: A Cooperative Multi-Agent Proximal Policy Optimization DRL With Attention Approach,2024,10.1109/TMC.2023.3300314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166772430&doi=10.1109%2fTMC.2023.3300314&partnerID=40&md5=fbf59323130c4d3eacda5ba7ef837df7,15361233,,
A Multi-Level Deep RL-Based Network Slicing and Resource Management for O-RAN-Based 6G Cell-Free Networks,2024,10.1109/TVT.2024.3415656,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196501905&doi=10.1109%2fTVT.2024.3415656&partnerID=40&md5=aa8a04256872f2e928be12861cc28558,00189545,,ITVTA
Deep-Learning-Based Resource Allocation for 6G NOMA-Assisted Backscatter Communications,2024,10.1109/JIOT.2024.3424728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197522790&doi=10.1109%2fJIOT.2024.3424728&partnerID=40&md5=10d48dd67bb00d4ecd7653c9076234a0,23274662,,
Knowledge-Collaboration-Based Resource Allocation in 6G IoT: A Graph Attention RL Approach,2024,10.1109/JIOT.2024.3416054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196555022&doi=10.1109%2fJIOT.2024.3416054&partnerID=40&md5=63042177d7d6725c6d7bf3538edc0802,23274662,,
Intelligent Hierarchical NOMA-Based Network Slicing in Cell-Free RAN for 6G Systems,2024,10.1109/TWC.2023.3321717,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174836348&doi=10.1109%2fTWC.2023.3321717&partnerID=40&md5=0a275c2505252698a0708868c99d2efd,15361276,,
Blockchain-Empowered Multi-Domain Resource Trading in TN-NTN 6G Networks: A Hierarchical Multi-Agent DRL Approach,2024,10.1109/TCE.2024.3512581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212054283&doi=10.1109%2fTCE.2024.3512581&partnerID=40&md5=e116aeeb8725b206d9487ea0ae8b4b72,00983063,,ITCED
Moving Target Defense (MTD) for 6G Edge-to-Cloud Continuum: A Cognitive Perspective,2024,10.1109/MNET.2024.3483302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207464610&doi=10.1109%2fMNET.2024.3483302&partnerID=40&md5=f572a4926979989ee8c5eb5bf0111bc3,08908044,,IENEE
Energy Maximization for Wireless Powered Communication Enabled IoT Devices With NOMA Underlaying Solar Powered UAV Using Federated Reinforcement Learning for 6G Networks,2024,10.1109/TCE.2024.3357125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183943073&doi=10.1109%2fTCE.2024.3357125&partnerID=40&md5=6c5bdd39bca256918b0389432168839e,00983063,,ITCED
"Joint Task Offloading, Resource Allocation and Model Placement for AI as a Service in 6G Network",2024,10.1109/TSC.2024.3451170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202776995&doi=10.1109%2fTSC.2024.3451170&partnerID=40&md5=53cb2653f14fac8ee9ff9ff224e0d43e,19391374,,
Federated Deep Reinforcement Learning-Based Intelligent Surface Configuration in 6G Secure Airport Networks,2024,10.1109/TITS.2024.3463189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207629819&doi=10.1109%2fTITS.2024.3463189&partnerID=40&md5=66b3ab2f36b2874773d03cd841fc49f6,15249050,,
Toward Massive Distribution of Intelligence for 6G Network Management Using Double Deep Q-Networks,2024,10.1109/TNSM.2023.3333875,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178012137&doi=10.1109%2fTNSM.2023.3333875&partnerID=40&md5=c88fc638d92d191e83d935f585b69206,19324537,,
On Combining XAI and LLMs for Trustworthy Zero-Touch Network and Service Management in 6G,2024,10.1109/MCOM.002.2400276,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209130678&doi=10.1109%2fMCOM.002.2400276&partnerID=40&md5=ad138e2d50295d1ce3cc3f62af295073,01636804,,ICOMD
Optimization for 6G Wireless Communications with Heterogeneous VR and Non-VR 360-Degree Videos: A Differentiated Reinforcement Learning Approach,2024,10.1109/TWC.2024.3409669,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197646340&doi=10.1109%2fTWC.2024.3409669&partnerID=40&md5=0d81774e9841ccc44f4f0956923b746a,15361276,,
Parallel Attention-Based Transformer for Channel Estimation in RIS-Aided 6G Wireless Communications,2024,10.1109/TVT.2024.3425433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198298099&doi=10.1109%2fTVT.2024.3425433&partnerID=40&md5=11f0099aa22c1f293301140330720d81,00189545,,ITVTA
AI-Assisted E2E Network Slicing for Integrated Sensing and Communication in 6G Networks,2024,10.1109/JIOT.2023.3326761,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176288170&doi=10.1109%2fJIOT.2023.3326761&partnerID=40&md5=1380153932ecc66ca7cd0414ab031b86,23274662,,
Optimizing data transmission in 6G software defined networks using deep reinforcement learning for next generation of virtual environments,2024,10.1038/s41598-024-75575-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207986991&doi=10.1038%2fs41598-024-75575-y&partnerID=40&md5=7f2e25353d7422628c74528b01f4c672,20452322,,
Intelligent Road Network Management Supported by 6G and Deep Reinforcement Learning,2024,10.1109/TITS.2024.3451193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204973002&doi=10.1109%2fTITS.2024.3451193&partnerID=40&md5=7461291e34d47e992dad9f723d8e1740,15249050,,
"Deep Learning Based Energy, Spectrum, and SINR-Margin Tradeoff Enabled Resource Allocation Strategies for 6G",2024,10.1109/ACCESS.2024.3404473,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194104059&doi=10.1109%2fACCESS.2024.3404473&partnerID=40&md5=5e938bf295098404840b0d1d5fb01c8a,21693536,,
Federated Deep Reinforcement Learning for Open RAN Slicing in 6G Networks,2023,10.1109/MCOM.007.2200555,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146237437&doi=10.1109%2fMCOM.007.2200555&partnerID=40&md5=b1aea8c1374ac2e38e66bc106e297205,01636804,,ICOMD
Machine Learning-Based Channel Quality Prediction in 6G Mobile Networks,2023,10.1109/MCOM.001.2200305,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166732755&doi=10.1109%2fMCOM.001.2200305&partnerID=40&md5=3dd4eaafb79c674eaca36558f170161b,01636804,,ICOMD
Deep Reciprocity Calibration for TDD mmWave Massive MIMO Systems Toward 6G,2024,10.1109/TWC.2024.3400616,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194045265&doi=10.1109%2fTWC.2024.3400616&partnerID=40&md5=0ad794ccd2c3b59b6abd573846ca3d61,15361276,,
Toward Reinforcement-Learning-Based Intelligent Network Control in 6G Networks,2023,10.1109/MNET.003.2200641,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176283219&doi=10.1109%2fMNET.003.2200641&partnerID=40&md5=79edaf0126c2b11c9e4c29316cf5c9cf,08908044,,IENEE
Multiagent Reinforcement Learning-Based Cooperative Multitype Task Offloading Strategy for Internet of Vehicles in B5G/6G Network,2023,10.1109/JIOT.2023.3245721,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149387253&doi=10.1109%2fJIOT.2023.3245721&partnerID=40&md5=78c47391cac7c6ed5fd8ef540436b9ef,23274662,,
A GAN-GRU Based Space-Time Predictive Channel Model for 6G Wireless Communications,2024,10.1109/TVT.2024.3367386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187349882&doi=10.1109%2fTVT.2024.3367386&partnerID=40&md5=5d44a264d2c9f9f385a5bbf37a121c9a,00189545,,ITVTA
Machine Learning for 6G Enhanced Ultra-Reliable and Low-Latency Services,2023,10.1109/MWC.006.2200407,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156089018&doi=10.1109%2fMWC.006.2200407&partnerID=40&md5=8f33e562de7ff79fbda208314beddf69,15361284,,IWCEA
CAIN: An energy-aware and intelligent increasing coverage area routing protocol for future 6G networks,2023,10.1016/j.comnet.2023.109733,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152101735&doi=10.1016%2fj.comnet.2023.109733&partnerID=40&md5=dcbda24800889aeca764f8dd46d894b6,13891286,,CNETD
Federated Learning for Intelligent Transmission with Space-Air-Ground Integrated Network toward 6G,2023,10.1109/MNET.104.2100615,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135740175&doi=10.1109%2fMNET.104.2100615&partnerID=40&md5=aa9f90c0ad35ebbbd8f38f556b65d6d2,08908044,,IENEE
Multi-Process Federated Learning With Stacking for Securing 6G-V2X Network Slicing at Cross-Borders,2024,10.1109/TITS.2024.3367388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187006638&doi=10.1109%2fTITS.2024.3367388&partnerID=40&md5=1d0cfde5bfa21cd1ddf205745245fded,15249050,,
On the Specialization of FDRL Agents for Scalable and Distributed 6G RAN Slicing Orchestration,2023,10.1109/TVT.2022.3218158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141636939&doi=10.1109%2fTVT.2022.3218158&partnerID=40&md5=435c2aa5324b97244c5b26aaced9bcc9,00189545,,ITVTA
The Hexa-X Project Vision on Artificial Intelligence and Machine Learning-Driven Communication and Computation Co-Design for 6G,2023,10.1109/ACCESS.2023.3287939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162908507&doi=10.1109%2fACCESS.2023.3287939&partnerID=40&md5=7280d87fe0a290e4236b489a4d219d64,21693536,,
Accelerating Reinforcement Learning via Predictive Policy Transfer in 6G RAN Slicing,2023,10.1109/TNSM.2023.3258692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164223042&doi=10.1109%2fTNSM.2023.3258692&partnerID=40&md5=9c7517b120ae48c91549b928c8dddb5a,19324537,,
"Machine Learning Empowered Emerging Wireless Networks in 6G: Recent Advancements, Challenges and Future Trends",2023,10.1109/ACCESS.2023.3302250,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166765847&doi=10.1109%2fACCESS.2023.3302250&partnerID=40&md5=ed6029e18f97816de0469cd789ea7390,21693536,,
Swarm Learning-Based Dynamic Optimal Management for Traffic Congestion in 6G-Driven Intelligent Transportation System,2023,10.1109/TITS.2023.3234444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147266919&doi=10.1109%2fTITS.2023.3234444&partnerID=40&md5=a1c38dd60dc5d40338adb52dddd9c0bb,15249050,,
D-RAN: A DRL-Based Demand-Driven Elastic User-Centric RAN Optimization for 6G & Beyond,2023,10.1109/TCCN.2022.3217785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141470077&doi=10.1109%2fTCCN.2022.3217785&partnerID=40&md5=1326b0a165ba5d7748c4f7e66b0e2e1b,23327731,,
Beyond Complexity Limits: Machine Learning for Sidelink-Assisted mmWave Multicasting in 6G,2024,10.1109/TBC.2024.3382959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192207528&doi=10.1109%2fTBC.2024.3382959&partnerID=40&md5=1d79220c88c5137d9a519dcde838bf28,00189316,,IETBA
Multimodal semantic communication accelerated bidirectional caching for 6G MEC,2023,10.1016/j.future.2022.10.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141754834&doi=10.1016%2fj.future.2022.10.036&partnerID=40&md5=c50d91b88546158c69e84c934d5bb7c4,0167739X,,FGCSE
An Efficient 6G Federated Learning-enabled Energy-Efficient Scheme for UAV Deployment,2024,10.1109/TVT.2024.3390226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190716111&doi=10.1109%2fTVT.2024.3390226&partnerID=40&md5=1809de1e1c330f970268b79ed811835d,00189545,,ITVTA
SliceOps: Explainable MLOps for Streamlined Automation-Native 6G Networks,2024,10.1109/MWC.007.2300144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188739082&doi=10.1109%2fMWC.007.2300144&partnerID=40&md5=f37dba19c6fb85d55bba26581fdf5ec8,15361284,,IWCEA
Federated Reinforcement Learning-Based Resource Allocation in D2D-Enabled 6G,2023,10.1109/MNET.122.2200102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137907608&doi=10.1109%2fMNET.122.2200102&partnerID=40&md5=e177aa7aff2736fcf5a7cd197ab62173,08908044,,IENEE
Multi-Agent Reinforcement Learning for Dynamic Resource Management in 6G in-X Subnetworks,2023,10.1109/TWC.2022.3207918,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139502837&doi=10.1109%2fTWC.2022.3207918&partnerID=40&md5=e9f567ae55316c9e5e0f2f150928db14,15361276,,
Opportunistic capacity based resource allocation for 6G wireless systems with network slicing,2023,10.1016/j.future.2022.10.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142185340&doi=10.1016%2fj.future.2022.10.032&partnerID=40&md5=1f13a8b112748b64098c681078cbf585,0167739X,,FGCSE
Efficient resource management in 6G communication networks using hybrid quantum deep learning model,2023,10.1016/j.compeleceng.2022.108565,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145781455&doi=10.1016%2fj.compeleceng.2022.108565&partnerID=40&md5=f65cdd827b6993a3d1f59490c91f7fca,00457906,,CPEEB
An island detection approach in 6G paradigm for an active distribution network – A future perspective for next generation smart grids,2023,10.1016/j.compeleceng.2023.108932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169810525&doi=10.1016%2fj.compeleceng.2023.108932&partnerID=40&md5=9e0aca79907ab390e681fc7ac88f9955,00457906,,CPEEB
Empowering Traffic Steering in 6G Open RAN With Deep Reinforcement Learning,2024,10.1109/TWC.2024.3396273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192753399&doi=10.1109%2fTWC.2024.3396273&partnerID=40&md5=b1d60ef0f772918f4cc735dc0626b926,15361276,,
Federated Reinforcement Learning-Based Resource Allocation for D2D-Aided Digital Twin Edge Networks in 6G Industrial IoT,2023,10.1109/TII.2022.3227655,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144780262&doi=10.1109%2fTII.2022.3227655&partnerID=40&md5=aaf8e5216c6cc8d25d732e4581b3b574,15513203,,
Machine Learning-Aided Real-Time Optimized Multibeam for 6G Integrated Satellite-Terrestrial Networks: Global Coverage for Mobile Services,2023,10.1109/MNET.003.2200275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172417068&doi=10.1109%2fMNET.003.2200275&partnerID=40&md5=102af315a525ed9042a372988bf3a1b4,08908044,,IENEE
Resource Allocation Based on Radio Intelligence Controller for Open RAN Toward 6G,2023,10.1109/ACCESS.2023.3311888,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171526174&doi=10.1109%2fACCESS.2023.3311888&partnerID=40&md5=1cb3166cebab495cd287446f21c5bcb8,21693536,,
Load-Balanced Virtual Network Embedding Based on Deep Reinforcement Learning for 6G Regional Satellite Networks,2023,10.1109/TVT.2023.3279625,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161072798&doi=10.1109%2fTVT.2023.3279625&partnerID=40&md5=e2dbeaf724221095a2c22cbbbe5cb83c,00189545,,ITVTA
6G+ Networks Through Enhanced Efficiency and Sustainability with MADDPG-Driven Network Slicing in SoS Environments,2024,10.1109/TGCN.2024.3404500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194036066&doi=10.1109%2fTGCN.2024.3404500&partnerID=40&md5=23bfc7ee94edc0c7e36c00198f4f4a59,24732400,,
Creation of 6G Communication System for VANETs via a Neuro-Fuzzy Forwarder Selection Scheme,2024,10.1109/TSC.2023.3331730,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177059441&doi=10.1109%2fTSC.2023.3331730&partnerID=40&md5=b131668e0ecc5db07e74b46e6aef49ca,19391374,,
6G-Assisted UAV-Truck Networks: Toward Efficient Essential Services Delivery,2023,10.1109/MCOMSTD.0003.2200003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175561675&doi=10.1109%2fMCOMSTD.0003.2200003&partnerID=40&md5=28485c4bd90a88c7a88ceb9e68c8a939,24712825,,
"AI-Enabled Deployment Automation for 6G Space-Air-Ground Integrated Networks: Challenges, Design, and Outlook",2024,10.1109/MNET.2024.3368753,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186110646&doi=10.1109%2fMNET.2024.3368753&partnerID=40&md5=3162b0ca8d93cebf269f17c2f5c60bfb,08908044,,IENEE
Federated Deep Reinforcement Learning for Prediction-Based Network Slice Mobility in 6G Mobile Networks,2024,10.1109/TMC.2024.3404125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194069193&doi=10.1109%2fTMC.2024.3404125&partnerID=40&md5=a34fd14eeee0f6aaf9f8ec3fe869c2ea,15361233,,
Multi-Dimensional Resource Orchestration Toward Edge Intelligence in 6G Networks,2023,10.1109/MCOM.005.2200905,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168270449&doi=10.1109%2fMCOM.005.2200905&partnerID=40&md5=678b764f9bdb7c0d7141acafc2eeb296,01636804,,ICOMD
AI-Assisted Service Virtualization and Flow Management Framework for 6G-Enabled Cloud-Software-Defined Network-Based IoT,2022,10.1109/JIOT.2021.3077895,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105877729&doi=10.1109%2fJIOT.2021.3077895&partnerID=40&md5=43129fd01c36f2a536ed06340e8bb00c,23274662,,
Network Slicing with Centralized and Distributed Reinforcement Learning for Combined Satellite/Ground Networks in a 6G Environment,2022,10.1109/MWC.001.2100287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128551116&doi=10.1109%2fMWC.001.2100287&partnerID=40&md5=ca9bb29c43d93740ca5804774bd4a996,15361284,,IWCEA
Eco-Friendly Disaster Evacuation Framework for 6G Connected and Autonomous Vehicular Networks,2022,10.1109/TGCN.2022.3163764,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127471506&doi=10.1109%2fTGCN.2022.3163764&partnerID=40&md5=8ad56a7ebc4e7799f761f31afbdcfc03,24732400,,
"Machine Learning for 6G Wireless Networks: Carrying Forward Enhanced Bandwidth, Massive Access, and Ultrareliable/Low-Latency Service",2020,10.1109/MVT.2020.3019650,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091891770&doi=10.1109%2fMVT.2020.3019650&partnerID=40&md5=11184809f5c54b21c4a2f571f39e1a1b,15566072,,
Beyond D2D: Full Dimension UAV-to-Everything Communications in 6G,2020,10.1109/TVT.2020.2984624,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087333673&doi=10.1109%2fTVT.2020.2984624&partnerID=40&md5=cda073f6f0ff27aebec13076f8678679,00189545,,ITVTA
A novel Distributed AI framework with ML for D2D communication in 5G/6G networks,2022,10.1016/j.comnet.2022.108987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129935577&doi=10.1016%2fj.comnet.2022.108987&partnerID=40&md5=adec9a06ac5dcdb091cabe07777c3241,13891286,,CNETD
